	species	caste	ID_number	date_of_collection	investigator	collection_site	Region	Latitude	Longitude	Forage_Plant	Temperature 	Wind	r.H.	H.I.	Time_of_Day	date_of_dissection	date_of_DNA_extraction	Concentration	Purity	QPCR_Concentration	QPCR_Purity	DNA_Storage	QPCR_Order	Year	CBombiConc	site_collapsed	site_collapsed_10k	Positive	days_Since_May1	faithpd	PC1	PC2	site_trip	Gammaproteobacteria	Alphaproteobacteria	Betaproteobacteria	Bifidobacterium	Bombiscardovia	Lactobacillus	Apibacter	Snodgrassella	Gilliamella	Schmidhempelia	core	Pseudomonadota	date_no_year	Month	site_year	trip_int
JL190619_008	terri	W	JL190619-008	6/19/19	JL	Kingfield	Franklin	44.947	-70.1485	lupine	80.0	2.0			13:06	6/20/19	9/14/20	30.4	1.86	30.4	1.86	2019_1	45.0	2019	0.0	Kingfield_ME	Kingfield_ME	0.0	49	2.833448207348140	-0.05309912385683260	0.005753056840641910	Kingfield6/19/19	0.4650923241263540	0.0009791952795157430	0.33878884989063500	0.0022254438170812400	0.0	0.006078640826084750	0.1183936110687220	0.33878884989063500	0.46262526069484700	0.0021364260643979900	0.9302482323617680	0.8048603692965050	6/19/23	June	Kingfield_ME2019	93
JL190619_009	bim	W	JL190619-009	6/19/19	JL	Kingfield	Franklin	44.947	-70.1485	lupine	80.0	2.0			13:06	6/20/19	9/13/20	30.3	1.94	30.3	1.94	2019_1	32.0	2019	0.0	Kingfield_ME	Kingfield_ME	0.0	49	9.032312150580590	-0.0018574044541215900	0.0011994993805536600	Kingfield6/19/19	0.4944727145113180	0.0922968941919635	0.3405860677311810	0.0026320407088963000	0.007369713984909630	0.009475346552026670	0.0043867345148271600	0.33883137392525000	0.23512896999473600	0.23284786804702600	0.8306720477276710	0.9273556764344620	6/19/23	June	Kingfield_ME2019	93
JL190619_010	tern	W	JL190619-010	6/19/19	JL	Kingfield	Franklin	44.947	-70.1485	lupine	80.0	2.0			13:06	6/20/19	9/13/20	29.7	2.01	29.7	2.01	2019_1	28.0	2019	0.0	Kingfield_ME	Kingfield_ME	0.0	49	3.456815631677050	-0.12588394085264300	-0.09680769374685070	Kingfield6/19/19	0.9896530114572970	0.00019753961009768000	0.004788632617195480	6.1305396237211E-05	0.00011579908178139900	0.00012261079247442200	0.004352683132841980	0.004788632617195480	0.0024998978243396000	0.9869078920480090	0.998848820892879	0.9946391836845910	6/19/23	June	Kingfield_ME2019	93
JL190627_001	bim	W	JL190627-001	6/27/19	JL	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.6612	catmint	80.4	0.0			14:02	7/12/19	9/21/20	31.5	1.92	31.5	1.92	2019_2	105.0	2019	24.435767186859000	Colby_College	Colby_College	1.0	57	2.061945388125030	-0.06407250217250750	0.04240507289858690	Eustis Parking Lot; Colby College 6/27/19	0.5550160882555740	0.0006464031257182260	0.42596529533440600	0.0024563318777292600	0.008015398758906000	0.0	0.0	0.42596529533440600	0.5523586531831760	0.00106297402895886	0.9898586531831760	0.9816277867156980	6/27/23	June	Colby_College2019	96
JL190627_002	imp	W	JL190627-002	6/27/19	JL	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.6612	catmint	80.4	0.0			14:02	7/12/19	9/21/20	36.3	1.84	36.3	1.84	2019_2	101.0	2019	360.0795910297580	Colby_College	Colby_College	1.0	57	2.270767721336840	-0.11984677214479800	-0.09042977247966950	Eustis Parking Lot; Colby College 6/27/19	0.7860441445347110	5.65472263585471E-05	0.11286826381166000	0.006927035228922020	0.009537632179141610	0.006663148172582140	0.07409571560514960	0.11286826381166000	0.0064652328803272200	0.7794940908148460	0.9960511186926280	0.8989689555727290	6/27/23	June	Colby_College2019	96
JL190628_001	tern	W	JL190628-001	6/28/19	JL	Great Wass Island	Great Wass Island	44.4808	-67.5948		70.5	0.7			11:30	7/2/19	9/16/20	31.3	2.07	31.3	2.07	2019_1	61.0	2019	0.0	Great_Wass_Island	Great_Wass_Island	0.0	58	2.007692716860460	-0.09363112889493770	-0.025699455405937200	Great Wass Island6/28/19	0.760742602620733	0.00018481896981906200	0.2318923614319770	0.0008963720036224520	7.39275879276249E-05	6.46866394366718E-05	5.54456909457187E-05	0.2318923614319770	0.4576025283235070	0.3030476648123160	0.9936329864897330	0.9928197830225290	6/28/23	June	Great_Wass_Island2019	97
JL190628_003	bor	Q	JL190628-003	6/28/19	JL	"Jonesport, ME"		44.5288	-67.6152		68.0	3.0			13:10	7/2/19	9/19/20	91.8	2.09	91.8	2.09	2019_1	67.0	2019	0.0	Jonesport_ME	Jonesport_ME	0.0	58	2.257399540073150	-0.037765326830947100	0.04430029784371850	"Jonesport, ME6/28/19"	0.47662135056830800	4.45732114998886E-05	0.40717628705148200	0.02860114404576180	8.91464229997771E-05	0.035108832924745600	0.0	0.40717628705148200	0.47409553524998100	0.002273233786494320	0.947344179481465	0.8838422108312900	6/28/23	June	Jonesport_ME2019	98
JL190628_004	bim	W	JL190628-004	6/28/19	JL	"Jonesport, ME"		44.5288	-67.6152		68.0	3.0			13:10	7/2/19	9/19/20	44.0	1.93	44.0	1.93	2019_1	79.0	2019	3.86572778878532	Jonesport_ME	Jonesport_ME	0.0	58	2.574257131470420	-0.12538721459535000	-0.09573257175113060	"Jonesport, ME6/28/19"	0.9956165712260540	0.0001398966629982650	0.0035627016843558200	0.0	5.59586651993061E-05	0.0	0.0	0.0035627016843558200	0.002331611049971090	0.9904683740277180	0.9964186454272440	0.9993191695734090	6/28/23	June	Jonesport_ME2019	98
JL190628_005	bim	W	JL190628-005	6/28/19	JL	"Cherryfield, ME"		44.6004	-67.9435		86.0	1.2			14:34	7/2/19	9/19/20	49.2	2.03	49.2	2.03	2019_1	72.0	2019	0.58077937252811	"Cherryfield, ME"	"Cherryfield, ME"	0.0	58	3.606167292568020	-0.11303983858712100	-0.10083997819198000	"Cherryfield, ME6/28/19"	0.9581073980076700	0.007837393647350830	0.005019956844023570	0.0	0.00012298335252619000	0.00012298335252619000	0.0	0.005019956844023570	0.002772715584226830	0.9547644868799120	0.9628031260132150	0.970964748499044	6/28/23	June	"Cherryfield, ME2019"	100
JL190628_006	terri	W	JL190628-006	6/28/19	JL	"Cherryfield, ME"		44.6004	-67.9435		86.0	1.2			14:34	7/1/19	9/16/20	36.8	2.04	36.8	2.04	2019_1	56.0	2019	0.0	"Cherryfield, ME"	"Cherryfield, ME"	0.0	58	3.098592125874020	-0.03301444148535100	0.11686279707534300	"Cherryfield, ME6/28/19"	0.32292430183088800	0.0004731377955656910	0.6741321605721090	0.0	5.42945011304891E-05	0.0021252419013934300	0.0	0.6740390842844570	0.3193563774708850	0.0021407546160021400	0.9977157527738670	0.9975296001985630	6/28/23	June	"Cherryfield, ME2019"	100
JL190703_003	bim	W	JL190703-003	7/3/19	JL	Vinalhaven		44.0607	-68.797	wild rose	70.0	0.6			10:48	7/9/19	9/28/20	25.4	1.83	25.4	1.83	2019_3	167.0	2019	3.2560971920632400	Vinalhaven_ME	Vinalhaven_ME	0.0	63	3.357266410511490	-0.04877519328741840	-0.161371171629006	Vinalhaven7/3/19	0.4002572387614900	0.0	0.0030115757442670300	0.0	0.033974338865012400	0.0	0.5623176584998590	0.0030115757442670300	0.3994102330834140	0.0008470056780751010	0.9995608118706280	0.4032688145057570	7/3/23	July	Vinalhaven_ME2019	101
JL190703_004	vag	W	JL190703-004	7/3/19	JL	Vinalhaven		44.0746	-68.8195		73.0	2.0			11:51	7/9/19	9/27/20	29.2	1.81	29.2	1.81	2019_2	152.0	2019	0.7756878538828720	Vinalhaven_ME	Vinalhaven_ME	0.0	63	1.523307320044690	-0.08575992643497970	-0.01574454672688440	Vinalhaven7/3/19	0.7502254283137960	0.0	0.24710550045085700	0.0	0.0025247971145175800	0.0	0.0	0.24710550045085700	0.7377276825969340	0.0005410279531109110	0.9878990081154190	0.9973309287646530	7/3/23	July	Vinalhaven_ME2019	101
JL190703_005	tern	W	JL190703-005	7/3/19	JL	Vinalhaven		44.0746	-68.8195	clover	73.0	2.0			11:51	7/9/19	9/19/20	33.0	1.92	33.0	1.92	2019_1	66.0	2019	0.0	Vinalhaven_ME	Vinalhaven_ME	0.0	63	3.205267542661220	-0.13390791504552300	-0.11700524876243100	Vinalhaven7/3/19	0.938440451714788	0.0012365543338994700	0.006033789219629930	0.0	5.95929799469623E-05	0.00010428771490718400	0.052814278477995300	0.006033789219629930	0.003471291081910550	0.9343434343434340	0.9968266738178240	0.9457107952683170	7/3/23	July	Vinalhaven_ME2019	101
JL190703_006	tern	W	JL190703-006	7/3/19	JL	Vinalhaven		44.0746	-68.8195	clover	73.0	2.0			11:51	7/9/19	9/26/20	28.9	1.8	28.9	1.8	2019_2	142.0	2019	7.746108745479740	Vinalhaven_ME	Vinalhaven_ME	0.0	63	3.287161890426970	-0.13198690309583300	-0.11333791339862700	Vinalhaven7/3/19	0.9476957291709570	0.0002471067913183150	0.0028829125653803400	0.0	0.0	0.0	0.04517935834603190	0.0028829125653803400	0.11581071619785000	0.8315555372513490	0.9954285243606110	0.9508257485276550	7/3/23	July	Vinalhaven_ME2019	101
JL190703_007	bim	W	JL190703-007	7/3/19	JL	Vinalhaven		44.0741	-68.8398	rose	98.4	1.8			12:23	7/9/19	9/27/20	57.6	1.91	57.6	1.91	2019_2	147.0	2019	2769.784142908620	Vinalhaven_ME	Vinalhaven_ME	1.0	63	1.669414436770530	-0.03109989558223370	0.12171978486520600	Vinalhaven7/3/19	0.30871421524434800	0.0	0.6863018591913450	0.0	0.0045926959125006400	0.0	0.0	0.6863018591913450	0.3078296960315710	0.0005613295004167450	0.9992855806358330	0.9950160744356940	7/3/23	July	Vinalhaven_ME2019	101
JL190703_008	bim	W	JL190703-008	7/3/19	JL	Vinalhaven		44.0741	-68.8398	rose	98.4	1.8			12:23	7/9/19	9/28/20	54.8	1.97	54.8	1.97	2019_3	163.0	2019	3.0842833770405300	Vinalhaven_ME	Vinalhaven_ME	0.0	63	1.807833486275560	-0.06412851781788040	0.053660104923220200	Vinalhaven7/3/19	0.5158365794843260	0.0001623075496197370	0.4771841958820260	0.0	0.006260434056761270	0.0	9.2747171211278E-05	0.4771841958820260	0.3683685772583940	0.14705063995548100	0.9989565943238730	0.9931830829159710	7/3/23	July	Vinalhaven_ME2019	101
JL190703_009	terri	W	JL190703-009	7/3/19	JL	Vinalhaven		44.0437	-68.8401	rose	72.0	1.5			13:37	7/9/19	9/26/20	66.0	2.02	66.0	2.02	2019_2	141.0	2019	7.018274007549870	Vinalhaven_ME	Vinalhaven_ME	0.0	63	2.098423187360090	-0.06107102671128370	0.06229078409850860	Vinalhaven7/3/19	0.5033234653410040	0.0001489508276080360	0.49237557951181400	0.0037051518367498900	0.0	0.00022342624141205400	0.0	0.4921521532704020	0.5015174365562570	0.0007819918449421890	0.9983801597497630	0.9958479956804260	7/3/23	July	Vinalhaven_ME2019	101
JL190703_010	terri	W	JL190703-010	7/3/19	JL	Vinalhaven		44.0437	-68.8401	apple	72.0	1.5			13:37	7/9/19	9/27/20	65.6	1.93	65.6	1.93	2019_2	151.0	2019	0.3630609460646770	Vinalhaven_ME	Vinalhaven_ME	0.0	63	2.521413658058470	-0.04043674109156620	0.10790501872316700	Vinalhaven7/3/19	0.359608100796166	0.00015459534668006500	0.6310968539846950	0.008193553374043440	0.0	0.0007150034783953000	0.00019324418335008100	0.6310968539846950	0.3580234984926950	0.0006183813867202600	0.9988405348998990	0.9908595501275410	7/3/23	July	Vinalhaven_ME2019	101
JL190703_011	tern	W	JL190703-011	7/3/19	JL	Vinalhaven		44.0437	-68.8401	rose	72.0	1.5			13:37	7/9/19	9/28/20	31.0	1.85	31.0	1.85	2019_3	168.0	2019	12789.78166410020	Vinalhaven_ME	Vinalhaven_ME	1.0	63	1.434791177002120	-0.12288802329787100	-0.09525336159411090	Vinalhaven7/3/19	0.9973268732770860	0.0	0.0014200985715479100	0.0	0.0	0.0	0.0	0.0014200985715479100	0.0593099991646479	0.9162977194887650	0.9770278172249600	0.9987469718486340	7/3/23	July	Vinalhaven_ME2019	101
JL190703_013	bim	W	JL190703-013	7/3/19	JL	Vinalhaven		44.0437	-68.8401	apple	72.0	1.5			13:37	7/9/19	9/27/20	27.8	1.9	27.8	1.9	2019_2	150.0	2019	19677.27061806310	Vinalhaven_ME	Vinalhaven_ME	1.0	63	1.627472223296150	0.020154465802522800	0.19921388613551900	Vinalhaven7/3/19	0.04050342106577440	8.32376100817393E-05	0.9218065890892140	0.0	0.03502638632239590	0.0	0.00018312274217982700	0.9218065890892140	0.007108491900980540	0.03204647988146960	0.99617106993624	0.9623932477650700	7/3/23	July	Vinalhaven_ME2019	101
JL190703_014	bim	W	JL190703-014	7/3/19	JL	Vinalhaven		44.0437	-68.8401	rose	72.0	1.5			13:37	7/9/19	9/26/20	49.3	3.08	49.3	3.08	2019_2	139.0	2019	2944.128082504220	Vinalhaven_ME	Vinalhaven_ME	1.0	63	1.343540514756580	-0.027470365171536600	0.12682130391147100	Vinalhaven7/3/19	0.2896739764376530	0.0	0.7019567246004900	0.0	0.008281815000583230	0.0	8.74839612737665E-05	0.7019567246004900	0.28871165286364200	0.0009623235740114310	1.0000000000000000	0.9916307010381430	7/3/23	July	Vinalhaven_ME2019	101
JL190710_001	vag	W	JL190710-001	7/10/19	JL	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.6612	catmint	87.0	0.6			14:00	7/12/19	9/25/20	35.9	2.09	35.9	2.09	2019_2	126.0	2019	51.35129213152440	Colby_College	Colby_College	1.0	70	6.751836863703280	-0.11309382321469000	-0.10207926783771100	Eustis Parking Lot; Colby College 7/10/19	0.9717970350729180	0.01675304326865130	0.008436784379896350	0.0	0.0	0.0	0.0	0.008436784379896350	0.00470049415451368	0.6795227190550800	0.6926599975894900	0.9969868627214660	7/10/23	July	Colby_College2019	103
JL190710_002	imp	W	JL190710-002	7/10/19	JL	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.6612	catmint	87.0	0.6			14:00	7/12/19	9/26/20	35.6	2.06	35.6	2.06	2019_2	131.0	2019	21.109314372182300	Colby_College	Colby_College	0.0	70	2.517692812632340	-0.07679624897106740	-0.04015280481601590	Eustis Parking Lot; Colby College 7/10/19	0.6773186001638050	0.00194344572927801	0.20186848425114900	0.03266377000707970	0.005094604161750210	0.03856351597095940	0.0001249357968821580	0.20186848425114900	0.17808903757791100	0.45962491497424900	0.9160292627399810	0.8811305301442310	7/10/23	July	Colby_College2019	103
JL190711_001	tern	W	JL190711-001	7/11/19	FJ	"Jackman, ME"	Somerset	45.6271	-70.2395	clover	90.0	2.0	38.0	81.3	12:27	7/15/19	9/20/20	27.6	2.29	27.6	2.29	2019_2	90.0	2019	0.0	Jackman_ME	Jackman_ME	0.0	71	4.05671135378851	-0.12095637047263800	-0.10260914768366300	"Jackman, ME7/11/19"	0.9355514192647740	0.006088102993640450	0.02640763145649140	0.0002714440825190010	0.0007367767954087170	0.0002714440825190010	0.02780362959516050	0.02640763145649140	0.06243213897937030	0.8715681712424380	0.9894912362339070	0.9680471537149060	7/11/23	July	Jackman_ME2019	115
JL190711_002	tern	W	JL190711-002	7/11/19	FJ	"Jackman, ME"	Somerset	45.6271	-70.2395	clover	90.0	2.0	38.0	81.3	12:27	7/16/19	9/20/20	37.1	1.8	37.1	1.8	2019_2	91.0	2019	0.0	Jackman_ME	Jackman_ME	0.0	71	3.803010053815900	-0.08139320190157370	0.011709228816452800	"Jackman, ME7/11/19"	0.6392257099217610	0.0008104485521024910	0.34590567625697500	0.0001246843926311520	0.013216545618902200	0.00020261213802562300	0.00020261213802562300	0.34590567625697500	0.3222468127552130	0.3147345780991860	0.996633521398959	0.9859418347308380	7/11/23	July	Jackman_ME2019	115
JL190711_004	terri	W	JL190711-004	7/11/19	FJ	"West Forks, ME"	Somerset	45.4381	-70.0551	yellow flower (see picture)	82.5	1.6	38.8	91.2	13:30	7/16/19	9/20/20	60.5	2.0	60.5	2.0	2019_2	92.0	2019	0.0	S_Jackman_ME	S_Jackman_ME	0.0	71	2.122812079628830	-0.0698164211105897	0.01884448164454400	"West Forks, ME7/11/19"	0.6122173712419690	0.0009406169027082670	0.3573723068185850	0.0	3.54949774606893E-05	0.02843147694601210	9.76111880168956E-05	0.3573456855854900	0.6102030312710750	0.0020143399708941200	0.9981276399389490	0.9705302949632630	7/11/23	July	S_Jackman_ME2019	116
JL190711_005	terri	W	JL190711-005	7/11/19	FJ	"West Forks, ME"	Somerset	45.4381	-70.0551	yellow flower (see picture)	82.5	1.6	38.8	91.2	13:30	7/16/19	9/21/20	49.7	1.9	49.7	1.9	2019_2	97.0	2019	10.25060446281900	S_Jackman_ME	S_Jackman_ME	1.0	71	1.733388801720470	-0.05228885225888800	0.07915285318159480	"West Forks, ME7/11/19"	0.44662036837337700	0.0002480265711944100	0.5517297157399820	0.0	0.0	0.0003774317387741020	0.0	0.5517297157399820	0.44384894103437900	0.0027067247552085600	0.9986628132683430	0.9985981106845530	7/11/23	July	S_Jackman_ME2019	116
JL190711_006	terri	W	JL190711-006	7/11/19	FJ	"Caratunk, ME"	Somerset	44.2238	-69.9881	rose	90.0	2.0	40.2	92.1		7/16/19	9/20/20	56.8	2.05	56.8	2.05	2019_2	93.0	2019	20.05436511325660	"Caratunk, ME"	"Caratunk, ME"	1.0	71	1.852528711009160	-0.07196869318342850	0.03476095584869020	"Caratunk, ME7/11/19"	0.5897161751457730	0.0002227436072584720	0.4080514389237030	0.001999742607387170	0.0	0.0	0.0	0.4080316394919470	0.5885480086721510	0.0005692336629938720	0.9991486244344790	0.9979903576767350	7/11/23	July	"Caratunk, ME2019"	117
JL190716_001	tern	W	JL190716-001	7/16/19	JL			44.9547	-67.6598	rose	97.5	0.0	34.8	98.4	11:00	7/25/19	10/5/20	31.9	1.98	31.9	1.98	2019_3	222.0	2019	0.0	Wesley_ME	Wesley_ME	0.0	76	2.174860499881460	-0.06579205717999350	0.041119483145287900		0.5660315909461	0.0	0.43140949589410800	0.0	0.0019540791402051800	0.0	0.00018610277525763600	0.43140949589410800	0.557843068834764	0.0012096680391746300	0.992602414683509	0.9974410868402080	7/16/23	July	Wesley_ME2019	50
JL190716_002	tern	W	JL190716-002	7/16/19	JL			44.9547	-67.6598		97.5	0.0	34.8	98.4	11:00	7/25/19	10/5/20	39.4	2.05	39.4	2.05	2019_3	227.0	2019	0.0	Wesley_ME	Wesley_ME	0.0	76	6.83258668050683	-0.13272947834946400	-0.1249129629906020		0.9140283140283140	0.0	0.008751608751608750	0.0	0.0	0.0	0.06743886743886740	0.008751608751608750	0.2601029601029600	0.6491634491634490	0.9854568854568850	0.9227799227799230	7/16/23	July	Wesley_ME2019	50
JL190716_003	vag	W	JL190716-003	7/16/19	JL			44.9547	-67.6598		97.5	0.0	34.8	98.4	11:00	7/23/19	10/4/20	34.7	1.92	34.7	1.92	2019_3	215.0	2019	0.0	Wesley_ME	Wesley_ME	0.0	76	1.785820134207880	-0.0020783882704654700	0.14303676587968400		0.28132183908046000	0.0	0.6792624521072800	0.01599616858237550	0.01163793103448280	0.0	0.0	0.6792624521072800	0.15977011494252900	0.0008141762452107280	0.8674808429118770	0.9605842911877390	7/16/23	July	Wesley_ME2019	50
JL190716_005	bim	W	JL190716-005	7/16/19	JL			44.9547	-67.6598		97.5	0.0	34.8	98.4	11:00	7/25/19	9/28/20	57.6	1.86	57.6	1.86	2019_2	157.0	2019	102.70022877744000	Wesley_ME	Wesley_ME	1.0	76	1.993457400111190	-0.006250165425085340	0.13495156219122600		0.2312493274507690	0.0	0.7110011119480610	0.0	0.0037304063990817500	0.0	0.0	0.7110011119480610	0.22472111625237600	0.00121955593816134	0.9406721905376810	0.9422504393988310	7/16/23	July	Wesley_ME2019	50
JL190716_007	tern	W	JL190716-007	7/16/19	JL			44.8799	-67.8635	clover	103.2	0.5	23.2	103.3	11:30	7/25/19	9/30/20	40.1	1.9	40.1	1.9	2019_3	183.0	2019	0.0	Pickerel_Lake	Pickerel_Lake	0.0	76	1.855502430461090	-0.11789890238362900	-0.12802540248673500		0.7178115414794210	0.0	0.06480490762536560	0.0	0.009558456380626290	0.0	0.20782509451458700	0.06480490762536560	0.6600684784934730	0.05761228808521770	0.99986922509927	0.7826164491047860	7/16/23	July	Pickerel_Lake2019	50
JL190716_009	tern	W	JL190716-009	7/16/19	JL			44.8257	-68.4478		100.7	0.7	28.0	102.6	12:43	7/26/19	10/5/20	41.9	1.81	41.9	1.81	2019_3	224.0	2019	0.0	Amherst_ME	Amherst_ME	0.0	76	3.152736396980640	-0.0716928092395068	0.03555863994625360		0.5736752043892770	0.0	0.4210419099872340	0.0	0.004685335578672900	0.0	0.00035309775375505900	0.4210419099872340	0.422780237390336	0.15085422495043100	0.9997148056604290	0.9947171143765110	7/16/23	July	Amherst_ME2019	50
JL190716_010	bim	M	JL190716-010	7/16/19	JL			44.8257	-68.4478		100.7	0.7	28.0	102.6	12:43	7/25/19	9/30/20	53.1	2.05	53.1	2.05	2019_3	170.0	2019	0.0	Amherst_ME	Amherst_ME	0.0	76	1.895533496504920	-0.020769187384292000	0.13613481439490300		0.2553005205868430	0.0	0.7306436346426880	0.002721249408424040	0.005324183625177470	0.0	0.0	0.7306436346426880	0.2544723142451490	0.0005205868433506860	0.9936819687647890	0.9859441552295310	7/16/23	July	Amherst_ME2019	50
JL190716_011	imp	W	JL190716-011	7/16/19	JL			44.7953	-68.7631	rose	94.3	1.0	30.8	95.9	13:30	7/25/19	10/5/20	44.7	1.97	44.7	1.97	2019_3	220.0	2019	4.730657510546580	Bangor_ME	Bangor_ME	0.0	76	3.499979204195610	-0.08537675641461480	0.01631621788227030		0.6131250496859850	0.00015899515064790500	0.3748310676524370	0.0015700771126480600	0.0028420383178313100	0.0036966372525638000	0.0	0.3748310676524370	0.0039550043723666400	0.6085141903171950	0.9954090150250420	0.988115112489069	7/16/23	July	Bangor_ME2019	50
JL190716_012	imp	W	JL190716-012	7/16/19	JL			44.7953	-68.7631	rose	94.3	1.0	30.8	95.9	13:30	7/26/19	10/2/20	41.7	1.92	41.7	1.92	2019_3	199.0	2019	22.490195460220300	Bangor_ME	Bangor_ME	1.0	76	2.267173289692600	-0.1172578085840980	-0.0943547713507479		0.8447487561074010	0.0	0.0674615625980546	0.003126540857949710	0.005513469900040340	0.0018938544981845900	0.07725581603837020	0.0674615625980546	0.6777421668384960	0.1669169393518310	0.9999103500829260	0.9122103187054550	7/16/23	July	Bangor_ME2019	50
JL190717_004	imp	W	JL190716-004	7/16/19	JL			44.9547	-67.6598	rose	97.5	0.0	34.8	98.4	11:00	7/26/19	9/30/20	43.6	1.83	43.6	1.83	2019_3	173.0	2019	0.0	Wesley_ME	Wesley_ME	0.0	76	3.010405963442210	-0.08181516052943130	0.00019587868580809100		0.6274380827089170	0.0	0.3221129096836930	0.006778012926843220	0.003975290281988220	0.016844935079791800	0.0	0.3219985128410460	0.000857976319853572	0.6256077332265630	0.9760624606760850	0.94955099239261	7/16/23	July	Wesley_ME2019	50
JL190724_001	terri	W	JL190724-001	7/24/19	JL	Bar Harbor		44.2969	-68.2406		85.5	0.6	58.1	90.3	12:13	7/30/19	8/8/19	131.5	1.98	131.5	1.98	2019_4	320.0	2019	4520.786493908180	MDI_Northeast_Harbor	MDI_Northeast_Harbor	1.0	84	2.622070960546020	-0.03571320286622520	0.11951683034103100	Bar Harbor7/24/19	0.3121006187240090	0.00020286033066233900	0.6861750684653620	0.0	0.0	0.0	0.0	0.6861750684653620	0.14737803022618900	0.16299827568718900	0.9965513743787400	0.9984785475200320	7/24/23	July	MDI_Northeast_Harbor2019	105
JL190724_002	tern	W	JL190724-002	7/24/19	JL	Bar Harbor		44.2969	-68.2406		85.5	0.6	58.1	90.3	12:13	7/30/19	8/8/19	37.8	1.93	37.8	1.93	2020_5	328.0	2019	39.682548050370300	MDI_Northeast_Harbor	MDI_Northeast_Harbor	1.0	84	1.946026301268650	-0.06779318443541540	0.04769991051105610	Bar Harbor7/24/19	0.5097998548169660	0.0	0.4581561754640670	0.0	0.009540599398527430	0.0	0.022503370320439700	0.4581561754640670	0.3525873690760140	0.155138442393446	0.997925956652494	0.9679560302810330	7/24/23	July	MDI_Northeast_Harbor2019	105
JL190724_003	bim	W	JL190724-003	7/24/19	JL	Bar Harbor		44.2969	-68.2406		85.5	0.6	58.1	90.3	12:13	7/30/19	8/8/19	106.4	1.96	106.4	1.96	2019_4	319.0	2019	1793.8090481991500	MDI_Northeast_Harbor	MDI_Northeast_Harbor	1.0	84	2.735072511536000	-0.0031940825978574900	0.1552106875051460	Bar Harbor7/24/19	0.17570724111082300	0.0	0.7974738299160830	0.0	0.007786140669608100	0.0	0.0	0.7974738299160830	0.17432303832511500	0.0013842027857081100	0.9809672116965140	0.9731810710269050	7/24/23	July	MDI_Northeast_Harbor2019	105
JL190724_004	tern	W	JL190724-004	7/24/19	JL	Bar Harbor		44.2716	-68.3267	clover	78.8	3.6	57.7	77.9	13:00	7/30/19	8/8/19	44.5	2.07	44.5	2.07	2020_5	329.0	2019	0.0	MDI_Southwest_Harbor	MDI_Southwest_Harbor	0.0	84	3.704386139167550	-0.11672127565944400	-0.0879268536360529	Bar Harbor7/24/19	0.9463199331981390	0.0003280448526780390	0.021114159608732000	0.0	0.03125372778241680	0.0	0.00011928903733746900	0.021114159608732000	0.12844447095311900	0.8080937611833470	0.9890254085649530	0.9677621376595490	7/24/23	July	MDI_Southwest_Harbor2019	105
JL190724_005	tern	W	JL190724-005	7/24/19	JL	Bar Harbor		44.2716	-68.3267	clover	78.8	3.6	57.7	77.9	13:00	7/30/19	8/8/19	64.2	2.18	64.2	2.18	2019_4	314.0	2019	19.631867717418700	MDI_Southwest_Harbor	MDI_Southwest_Harbor	1.0	84	3.491609843054050	-0.08104097484483870	-0.09167560452910340	Bar Harbor7/24/19	0.8110232039505120	0.007593054744331760	0.06631975787182070	0.004778845643285720	0.0030797005256730200	0.0062124993362714400	0.021186215685233400	0.06557638188286520	0.21191525513725900	0.5203100939839640	0.8330589921945520	0.884936016566665	7/24/23	July	MDI_Southwest_Harbor2019	105
JL190731_001	imp	W	JL190731-001	7/31/19	JL	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.6612	clover	70.0	0.0			9:20	7/31/19	8/8/19	48.6	2.19	48.6	2.19	2019_4	321.0	2019	0.0	Colby_College	Colby_College	0.0	91	2.65934011430709	-0.10511775818341900	-0.06257701305532540	Eustis Parking Lot; Colby College 7/31/19	0.8086559046461840	0.0	0.13151651912283700	0.024069895272811400	0.0027772956084013200	0.009489093328704510	0.017820980153908500	0.13151651912283700	0.23126771972458500	0.5384481860788060	0.9553896892900540	0.9401724237690220	7/31/23	July	Colby_College2019	118
JL190731_002	imp	W	JL190731-002	7/31/19	JL	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.6612	clover	70.0	0.0			9:20	7/31/19	8/8/19	30.4	2.0	30.4	2.0	2019_4	322.0	2019	0.0	Colby_College	Colby_College	0.0	91	4.097276958336920	-0.10440778806883100	-0.07349893990864350	Eustis Parking Lot; Colby College 7/31/19	0.7517297349344560	0.003149974552607330	0.14414228531341600	0.0034663475426071900	0.0032737726791290100	0.01129314020825600	0.07261447887866410	0.14401848718689400	0.3013796613433470	0.37700656130070600	0.913052449139603	0.8990219948004790	7/31/23	July	Colby_College2019	118
